Price_Period,Town,Super,Diesel,Kerosene,lat,lon
15-Jan-2022 - 14-Feb-2022,Mombasa,127.46,108.36,101.29,-4.05052,39.667169
15-Jan-2022 - 14-Feb-2022,Kilifi,128.17,109.07,102.01,-3.15073925,39.67507159193717
15-Jan-2022 - 14-Feb-2022,Likoni,127.82,108.71,101.65,-4.1027192,39.64540380366174
15-Jan-2022 - 14-Feb-2022,Kwale,127.82,108.71,101.65,-4.1836067,39.105094975232994
15-Jan-2022 - 14-Feb-2022,Malindi,128.39,109.27,102.21,-3.2165987,40.1165933
15-Jan-2022 - 14-Feb-2022,Lungalunga,128.53,109.43,102.36,-1.3113519500000002,36.873488656395146
15-Jan-2022 - 14-Feb-2022,Voi,128.94,109.84,102.76,-3.5592753000000004,38.80360488752321
15-Jan-2022 - 14-Feb-2022,Taveta,130.36,111.24,104.18,-3.559095,37.945535980061464
15-Jan-2022 - 14-Feb-2022,Lamu,130.77,111.65,104.59,-2.2675396,40.9010641
15-Jan-2022 - 14-Feb-2022,Hola,131.05,111.94,104.88,-1.4976808,40.034911
15-Jan-2022 - 14-Feb-2022,Nairobi,129.72,110.6,103.54,-1.3026148499999999,36.82884201813725
15-Jan-2022 - 14-Feb-2022,Thika,129.72,110.6,103.54,-1.036648,37.077523
15-Jan-2022 - 14-Feb-2022,Machakos,129.95,110.84,103.78,-1.27900465,37.39526976452546
15-Jan-2022 - 14-Feb-2022,Kajiado,130.13,111.01,103.95,-2.12171705,36.78625503675998
15-Jan-2022 - 14-Feb-2022,Makuyu,130.0,110.88,103.82,-0.900584,37.186523
15-Jan-2022 - 14-Feb-2022,Muranga,130.24,111.12,104.06,-0.83170875,37.00492162779861
15-Jan-2022 - 14-Feb-2022,Sagana,130.45,111.34,104.27,-0.666531,37.208151
15-Jan-2022 - 14-Feb-2022,Embu,130.82,111.7,104.64,-0.5359479,37.6652884382665
15-Jan-2022 - 14-Feb-2022,Kerugoya,130.73,111.63,104.57,-0.49633,37.278584
15-Jan-2022 - 14-Feb-2022,Narok,131.1,111.99,104.92,-1.2779365500000002,35.47742284932569
15-Jan-2022 - 14-Feb-2022,Nyeri,131.09,111.97,104.91,-0.4192962,36.9517005
15-Jan-2022 - 14-Feb-2022,Namanga,131.25,112.15,105.07,-2.5480008,36.7926632
15-Jan-2022 - 14-Feb-2022,Kiganjo,131.05,111.93,104.87,-0.39311,37.001968
15-Jan-2022 - 14-Feb-2022,Chuka,131.35,112.23,105.17,-0.2252218,37.4232635023588
15-Jan-2022 - 14-Feb-2022,Kitui,131.24,112.13,105.06,-1.5642219499999999,38.372811618864006
15-Jan-2022 - 14-Feb-2022,Mwingi,131.63,112.51,105.45,-0.9333,38.0666
15-Jan-2022 - 14-Feb-2022,Nanyuki,131.64,112.54,105.46,0.01403,37.074632
15-Jan-2022 - 14-Feb-2022,Nkubu,132.61,113.5,106.43,-0.0662965,37.6642253
15-Jan-2022 - 14-Feb-2022,Mtito Andei,132.15,113.03,105.97,-2.6893166,38.1682147
15-Jan-2022 - 14-Feb-2022,Meru,132.81,113.69,106.63,0.0499786,37.6500063
15-Jan-2022 - 14-Feb-2022,Isiolo,132.67,113.55,106.49,1.0060600499999999,38.74789538540634
15-Jan-2022 - 14-Feb-2022,Maua,133.26,114.15,107.08,0.232643,37.938023
15-Jan-2022 - 14-Feb-2022,Garissa,133.88,114.77,107.71,-0.52363325,40.35640534962073
15-Jan-2022 - 14-Feb-2022,Marsabit,137.57,118.45,111.39,2.85795825,37.715489185900395
15-Jan-2022 - 14-Feb-2022,Liboi,136.65,117.54,110.47,0.4002038,40.9520422
15-Jan-2022 - 14-Feb-2022,Moyale,139.15,120.03,112.97,2.86885305,38.83203237871054
15-Jan-2022 - 14-Feb-2022,Sololo,138.2,119.09,112.03,3.562807,38.6436056
15-Jan-2022 - 14-Feb-2022,Habaswein,136.57,117.46,110.4,1.0162202,39.4928911
15-Jan-2022 - 14-Feb-2022,Dadaab,135.27,116.15,109.09,0.09486810000000001,40.281396194924355
15-Jan-2022 - 14-Feb-2022,Tarbaj,138.82,119.71,112.64,2.46592945,40.18956296029775
15-Jan-2022 - 14-Feb-2022,Elwak,140.42,121.32,114.25,2.92581015,41.01969295420204
15-Jan-2022 - 14-Feb-2022,Wajir,138.97,119.87,112.8,1.9394402,40.02473595061957
15-Jan-2022 - 14-Feb-2022,Modogashe,136.72,117.6,110.54,-0.3790417,39.712312
15-Jan-2022 - 14-Feb-2022,Mandera,142.75,123.64,116.58,3.2285332,40.705615316515406
15-Jan-2022 - 14-Feb-2022,Nakuru,129.24,110.43,103.39,-0.2802724,36.0712048
15-Jan-2022 - 14-Feb-2022,Gilgil,129.21,110.39,103.36,-0.54143035,36.23616458551074
15-Jan-2022 - 14-Feb-2022,Mogotio,129.2,110.38,103.33,0.16322755,35.94667690937922
15-Jan-2022 - 14-Feb-2022,Molo,129.29,110.46,103.43,-0.35471985,35.79163929322296
15-Jan-2022 - 14-Feb-2022,Olenguruone,129.99,111.16,104.13,-0.0769487,35.6710647
15-Jan-2022 - 14-Feb-2022,Londiani,129.5,110.69,103.65,-0.1673204,35.5914203
15-Jan-2022 - 14-Feb-2022,Nyahururu,129.49,110.68,103.64,0.0333,36.3666
15-Jan-2022 - 14-Feb-2022,Archers Post,132.48,113.66,106.63,0.638492,37.66707
15-Jan-2022 - 14-Feb-2022,Lodosoit,133.57,114.76,107.72,1.35,37.5666
15-Jan-2022 - 14-Feb-2022,Naivasha,129.57,110.75,103.71,-0.8870395,36.36487730618629
15-Jan-2022 - 14-Feb-2022,Marigat,129.97,111.15,104.11,0.43855299999999997,36.03507458130635
15-Jan-2022 - 14-Feb-2022,Kabarnet ,130.46,111.64,104.61,0.496524,35.743139
15-Jan-2022 - 14-Feb-2022,Maralal,131.54,112.73,105.69,1.1,36.7
15-Jan-2022 - 14-Feb-2022,Eldoret,130.13,111.32,104.27,0.5198329,35.2715481
15-Jan-2022 - 14-Feb-2022,Kiplombe,130.13,111.32,104.27,0.60259065,35.23449640623591
15-Jan-2022 - 14-Feb-2022,Iten,130.13,111.32,104.27,0.6730702,35.5102633
15-Jan-2022 - 14-Feb-2022,Naiberi,130.13,111.32,104.27,0.45874755,35.39721440655103
15-Jan-2022 - 14-Feb-2022,Kesses,130.13,111.32,104.27,0.25966,35.34588313919592
15-Jan-2022 - 14-Feb-2022,Kapsabet,130.14,111.34,104.28,0.2004978,35.1011501
15-Jan-2022 - 14-Feb-2022,Webuye,130.55,111.75,104.7,0.607628,34.7687756
15-Jan-2022 - 14-Feb-2022,Kitale,130.49,111.68,104.63,1.018076,35.000236
15-Jan-2022 - 14-Feb-2022,Kapenguria ,131.12,112.32,105.27,1.2522515,35.0909919
15-Jan-2022 - 14-Feb-2022,Bungoma,130.9,112.08,105.04,0.78292445,34.71916810731902
15-Jan-2022 - 14-Feb-2022,Moiben,130.14,111.34,104.28,0.72163215,35.399004662950034
15-Jan-2022 - 14-Feb-2022,Matunda,130.12,111.3,104.26,0.82795955,35.12127738390197
15-Jan-2022 - 14-Feb-2022,Tambach,130.16,111.36,104.31,0.5923883,35.5221516
15-Jan-2022 - 14-Feb-2022,Kapsowar,130.64,111.82,104.78,0.980103,35.56027
15-Jan-2022 - 14-Feb-2022,Chebara,130.52,111.7,104.66,0.8833,35.5
15-Jan-2022 - 14-Feb-2022,Kimwarer,130.44,111.63,104.59,0.319932,35.635612
15-Jan-2022 - 14-Feb-2022,Timboroa,130.36,111.55,104.5,0.0629624,35.5467063
15-Jan-2022 - 14-Feb-2022,Nandi Hills,130.32,111.51,104.47,0.11723465,35.244316666676795
15-Jan-2022 - 14-Feb-2022,Kaiboi,130.18,111.37,104.33,0.412863,35.02050480462192
15-Jan-2022 - 14-Feb-2022,Kiminini,130.67,111.87,104.81,0.9329072,34.99373851896404
15-Jan-2022 - 14-Feb-2022,Endebess,131.03,112.21,105.16,1.1453869,34.72052334810487
15-Jan-2022 - 14-Feb-2022,Saboti,130.7,111.89,104.85,0.9476378999999999,34.81840333092221
15-Jan-2022 - 14-Feb-2022,Chepareria,131.33,112.53,105.47,1.316616,35.2
15-Jan-2022 - 14-Feb-2022,Lomut,132.95,114.13,107.09,1.400565,35.568274
15-Jan-2022 - 14-Feb-2022,Burgich,131.75,112.94,105.89,1.9666132,35.0833596
15-Jan-2022 - 14-Feb-2022,Sigor,131.88,113.07,106.02,1.4824763,35.4706941
15-Jan-2022 - 14-Feb-2022,Lodwar,134.31,115.5,108.45,3.1165858,35.6022943
15-Jan-2022 - 14-Feb-2022,Kakuma,135.9,117.09,110.04,3.7472506,34.8289126
15-Jan-2022 - 14-Feb-2022,Lokichar,133.3,114.5,107.45,2.376658,35.645987
15-Jan-2022 - 14-Feb-2022,Kalokol,135.07,116.26,109.21,3.5327417,35.8570234
15-Jan-2022 - 14-Feb-2022,Lokori,133.67,114.87,107.82,1.9517712,36.0288765
15-Jan-2022 - 14-Feb-2022,Lokitaung,137.95,119.15,112.09,4.2691168,35.7522638
15-Jan-2022 - 14-Feb-2022,Kapedo,132.95,114.13,107.09,-0.5709202,36.2097822
15-Jan-2022 - 14-Feb-2022,Malaba,131.3,112.48,105.44,0.632706,34.269398
15-Jan-2022 - 14-Feb-2022,Lokichogio,137.08,118.28,111.23,4.2050673,34.3600434
15-Jan-2022 - 14-Feb-2022,Ziwa,130.32,111.51,104.47,-4.0236838,39.71686906744931
15-Jan-2022 - 14-Feb-2022,Soy,130.13,111.32,104.27,0.7600378000000001,35.22110468263003
15-Jan-2022 - 14-Feb-2022,Moi's Bridge,130.19,111.38,104.34,0.87599,35.120005
15-Jan-2022 - 14-Feb-2022,Turbo,130.08,111.27,104.22,0.5975132000000001,35.098474606593726
15-Jan-2022 - 14-Feb-2022,Kibish,138.19,119.37,112.33,4.1987166,34.4880729
15-Jan-2022 - 14-Feb-2022,Loima,133.42,114.62,107.57,-0.301475,36.0736215
15-Jan-2022 - 14-Feb-2022,Lokiriama,134.99,116.19,109.13,3.520468,34.818915
15-Jan-2022 - 14-Feb-2022,Kainuk,132.2,113.39,106.34,1.7746429,35.5030247
15-Jan-2022 - 14-Feb-2022,Kacheliba,131.52,112.72,105.67,1.4825513,35.0110798
15-Jan-2022 - 14-Feb-2022,Kiwawa,132.14,113.32,106.27,2.01645,35.02629
15-Jan-2022 - 14-Feb-2022,Ortum,131.72,112.91,105.86,1.44038,35.35629
15-Jan-2022 - 14-Feb-2022,Kachibora,130.52,111.7,104.66,0.9835852,35.2233351
15-Jan-2022 - 14-Feb-2022,Kwanza,131.23,112.42,105.38,1.13731975,34.98917060972386
15-Jan-2022 - 14-Feb-2022,Kaplamai,130.54,111.74,104.68,1.0221061,35.1220277
15-Jan-2022 - 14-Feb-2022,Eldama Ravine,130.96,112.15,105.11,-0.019849650000000003,35.733089748590004
15-Jan-2022 - 14-Feb-2022,Tenges,131.1,112.29,105.25,0.3102903,35.801198
15-Jan-2022 - 14-Feb-2022,Barwessa,131.21,112.41,105.35,0.7283898,35.715813013817346
15-Jan-2022 - 14-Feb-2022,Kipsaraman,132.12,113.31,106.26,0.7434383,35.8365141
15-Jan-2022 - 14-Feb-2022,Loruk,131.99,113.18,106.13,0.712903,36.031113
15-Jan-2022 - 14-Feb-2022,Kabartonjo,130.96,112.15,105.11,0.6301913,35.7957509
15-Jan-2022 - 14-Feb-2022,Tinderet,131.03,112.21,105.16,-0.018253600000000002,35.26542912550388
15-Jan-2022 - 14-Feb-2022,O'lessos,130.19,111.38,104.34,0.2157555,35.3002342
15-Jan-2022 - 14-Feb-2022,Kobujoi,130.59,111.79,104.74,0.0613017,34.9784593
15-Jan-2022 - 14-Feb-2022,Serem,130.67,111.87,104.81,0.0779324,34.8555317
15-Jan-2022 - 14-Feb-2022,Kabiyet,130.13,111.32,104.27,0.4,35.0833
15-Jan-2022 - 14-Feb-2022,Cheptulu,130.55,111.75,104.7,0.1295128,34.8645972
15-Jan-2022 - 14-Feb-2022,Kapcherop,130.73,111.93,104.88,1.0393684,35.3210804
15-Jan-2022 - 14-Feb-2022,Arror,131.07,112.27,105.21,0.9552611,35.6117425
15-Jan-2022 - 14-Feb-2022,Tot,131.27,112.47,105.42,1.2038986,35.6575054
15-Jan-2022 - 14-Feb-2022,Kaptarakwa,130.32,111.51,104.47,0.4666,35.5333
15-Jan-2022 - 14-Feb-2022,Kisumu,130.12,111.3,104.26,-0.1029109,34.7541761
15-Jan-2022 - 14-Feb-2022,Sondu,130.23,111.4,104.37,-0.4616812,35.125814
15-Jan-2022 - 14-Feb-2022,Oyugis,130.7,111.89,104.85,-0.509908,34.734576
15-Jan-2022 - 14-Feb-2022,Kakamega,130.17,111.35,104.32,0.4957104,34.801548861634615
15-Jan-2022 - 14-Feb-2022,Mumias,130.44,111.63,104.59,0.3361103,34.4895368
15-Jan-2022 - 14-Feb-2022,Bondo,130.33,111.51,104.48,-0.10061809999999999,34.22530233497095
15-Jan-2022 - 14-Feb-2022,Siaya,130.45,111.64,104.6,-0.06040135,34.200135009996295
15-Jan-2022 - 14-Feb-2022,Kericho,130.63,111.81,104.77,-0.3666,35.2833
15-Jan-2022 - 14-Feb-2022,Nyamira,130.69,111.88,104.84,-0.65179075,34.9341669745598
15-Jan-2022 - 14-Feb-2022,Kisii,131.0,112.18,105.15,-0.73894255,34.75398551201732
15-Jan-2022 - 14-Feb-2022,Sotik,130.83,112.02,104.98,-0.76756355,35.145247266937886
15-Jan-2022 - 14-Feb-2022,Keroka,131.01,112.2,105.16,-0.4853057,36.0526532
15-Jan-2022 - 14-Feb-2022,Busia,130.99,112.17,105.14,0.3712048,34.26479520608315
15-Jan-2022 - 14-Feb-2022,Homabay,130.94,112.12,105.08,-0.6946322,34.5457839
15-Jan-2022 - 14-Feb-2022,Migori,131.79,112.97,105.94,-1.0211616000000001,34.30964322421073
15-Jan-2022 - 14-Feb-2022,Isebania,132.07,113.26,106.22,-1.2376692,34.480132858535335
15-Jan-2022 - 14-Feb-2022,Bomet,131.23,112.42,105.38,-0.7196054000000001,35.239962497045674
15-Jan-2022 - 14-Feb-2022,Muhoroni,130.36,111.53,104.49,-0.1272987,35.079651915343035
15-Jan-2022 - 14-Feb-2022,Mbita,130.93,112.1,105.07,-0.4997824,34.31430780354924
15-Jan-2022 - 14-Feb-2022,Mbale,130.12,111.3,104.26,0.083501,34.7203265
15-Jan-2022 - 14-Feb-2022,Etago,131.58,112.75,105.72,-0.90476845,34.65297690573618
15-Jan-2022 - 14-Feb-2022,Magenche,131.67,112.86,105.82,-0.93144385,34.72470103064012
15-Jan-2022 - 14-Feb-2022,Kilgoris,131.51,112.69,105.66,-1.008391,34.88001
15-Feb-2022 - 14-Mar-2022,Mombasa,127.46,108.36,101.29,-4.05052,39.667169
15-Feb-2022 - 14-Mar-2022,Kilifi,128.17,109.07,102.01,-3.15073925,39.67507159193717
15-Feb-2022 - 14-Mar-2022,Likoni,127.82,108.71,101.65,-4.1027192,39.64540380366174
15-Feb-2022 - 14-Mar-2022,Kwale,127.82,108.71,101.65,-4.1836067,39.105094975232994
15-Feb-2022 - 14-Mar-2022,Malindi,128.39,109.27,102.21,-3.2165987,40.1165933
15-Feb-2022 - 14-Mar-2022,Lungalunga,128.53,109.43,102.36,-1.3113519500000002,36.873488656395146
15-Feb-2022 - 14-Mar-2022,Voi,128.94,109.84,102.76,-3.5592753000000004,38.80360488752321
15-Feb-2022 - 14-Mar-2022,Taveta,130.36,111.24,104.18,-3.559095,37.945535980061464
15-Feb-2022 - 14-Mar-2022,Lamu,130.77,111.65,104.59,-2.2675396,40.9010641
15-Feb-2022 - 14-Mar-2022,Hola,131.05,111.94,104.88,-1.4976808,40.034911
15-Feb-2022 - 14-Mar-2022,Nairobi,129.72,110.6,103.54,-1.3026148499999999,36.82884201813725
15-Feb-2022 - 14-Mar-2022,Thika,129.72,110.6,103.54,-1.036648,37.077523
15-Feb-2022 - 14-Mar-2022,Machakos,129.95,110.84,103.78,-1.27900465,37.39526976452546
15-Feb-2022 - 14-Mar-2022,Matuu,130.6180414752543,111.50157446276752,104.44027042970876,-1.1438281,37.5484852
15-Feb-2022 - 14-Mar-2022,Kajiado,130.13,111.01,103.95,-2.12171705,36.78625503675998
15-Feb-2022 - 14-Mar-2022,Makuyu,130.0,110.88,103.82,-0.900584,37.186523
15-Feb-2022 - 14-Mar-2022,Muranga,130.24,111.12,104.06,-0.83170875,37.00492162779861
15-Feb-2022 - 14-Mar-2022,Sagana,130.45,111.34,104.27,-0.666531,37.208151
15-Feb-2022 - 14-Mar-2022,Embu,130.82,111.7,104.64,-0.5359479,37.6652884382665
15-Feb-2022 - 14-Mar-2022,Kerugoya,130.73,111.63,104.57,-0.49633,37.278584
15-Feb-2022 - 14-Mar-2022,Narok,131.1,111.99,104.92,-1.2779365500000002,35.47742284932569
15-Feb-2022 - 14-Mar-2022,Nyeri,131.09,111.97,104.91,-0.4192962,36.9517005
15-Feb-2022 - 14-Mar-2022,Namanga,131.25,112.15,105.07,-2.5480008,36.7926632
15-Feb-2022 - 14-Mar-2022,Kiganjo,131.05,111.93,104.87,-0.39311,37.001968
15-Feb-2022 - 14-Mar-2022,Chuka,131.35,112.23,105.17,-0.2252218,37.4232635023588
15-Feb-2022 - 14-Mar-2022,Kitui,131.24,112.13,105.06,-1.5642219499999999,38.372811618864006
15-Feb-2022 - 14-Mar-2022,Mwingi,131.63,112.51,105.45,-0.9333,38.0666
15-Feb-2022 - 14-Mar-2022,Nanyuki,131.64,112.54,105.46,0.01403,37.074632
15-Feb-2022 - 14-Mar-2022,Nkubu,132.61,113.5,106.43,-0.0662965,37.6642253
15-Feb-2022 - 14-Mar-2022,Mtito Andei,132.15,113.03,105.97,-2.6893166,38.1682147
15-Feb-2022 - 14-Mar-2022,Meru,132.81,113.69,106.63,0.0499786,37.6500063
15-Feb-2022 - 14-Mar-2022,Isiolo,132.67,113.55,106.49,1.0060600499999999,38.74789538540634
15-Feb-2022 - 14-Mar-2022,Maua,133.26,114.15,107.08,0.232643,37.938023
15-Feb-2022 - 14-Mar-2022,Garissa,133.88,114.77,107.71,-0.52363325,40.35640534962073
15-Feb-2022 - 14-Mar-2022,Marsabit,137.57,118.45,111.39,2.85795825,37.715489185900395
15-Feb-2022 - 14-Mar-2022,Liboi,136.65,117.54,110.47,0.4002038,40.9520422
15-Feb-2022 - 14-Mar-2022,Moyale,139.15,120.03,112.97,2.86885305,38.83203237871054
15-Feb-2022 - 14-Mar-2022,Sololo,138.2,119.09,112.03,3.562807,38.6436056
15-Feb-2022 - 14-Mar-2022,Habaswein,136.57,117.46,110.4,1.0162202,39.4928911
15-Feb-2022 - 14-Mar-2022,Dadaab,135.27,116.15,109.09,0.09486810000000001,40.281396194924355
15-Feb-2022 - 14-Mar-2022,Tarbaj,138.82,119.71,112.64,2.46592945,40.18956296029775
15-Feb-2022 - 14-Mar-2022,Elwak,140.42,121.32,114.25,2.92581015,41.01969295420204
15-Feb-2022 - 14-Mar-2022,Wajir,138.97,119.87,112.8,1.9394402,40.02473595061957
15-Feb-2022 - 14-Mar-2022,Modogashe,136.72,117.6,110.54,-0.3790417,39.712312
15-Feb-2022 - 14-Mar-2022,Mandera,142.75,123.64,116.58,3.2285332,40.705615316515406
15-Feb-2022 - 14-Mar-2022,Nakuru,129.24,110.43,103.39,-0.2802724,36.0712048
15-Feb-2022 - 14-Mar-2022,Gilgil,129.21,110.39,103.36,-0.54143035,36.23616458551074
15-Feb-2022 - 14-Mar-2022,Mogotio,129.2,110.38,103.33,0.16322755,35.94667690937922
15-Feb-2022 - 14-Mar-2022,Molo,129.29,110.46,103.43,-0.35471985,35.79163929322296
15-Feb-2022 - 14-Mar-2022,Olenguruone,129.99,111.16,104.13,-0.0769487,35.6710647
15-Feb-2022 - 14-Mar-2022,Londiani,129.5,110.69,103.65,-0.1673204,35.5914203
15-Feb-2022 - 14-Mar-2022,Nyahururu,129.49,110.68,103.64,0.0333,36.3666
15-Feb-2022 - 14-Mar-2022,Archers Post,132.48,113.66,106.63,0.638492,37.66707
15-Feb-2022 - 14-Mar-2022,Lodosoit,133.57,114.76,107.72,1.35,37.5666
15-Feb-2022 - 14-Mar-2022,Naivasha,129.57,110.75,103.71,-0.8870395,36.36487730618629
15-Feb-2022 - 14-Mar-2022,Marigat,129.97,111.15,104.11,0.43855299999999997,36.03507458130635
15-Feb-2022 - 14-Mar-2022,Kabarnet ,130.46,111.64,104.61,0.496524,35.743139
15-Feb-2022 - 14-Mar-2022,Maralal,131.54,112.73,105.69,1.1,36.7
15-Feb-2022 - 14-Mar-2022,Eldoret,130.13,111.32,104.27,0.5198329,35.2715481
15-Feb-2022 - 14-Mar-2022,Kiplombe,130.13,111.32,104.27,0.60259065,35.23449640623591
15-Feb-2022 - 14-Mar-2022,Iten,130.13,111.32,104.27,0.6730702,35.5102633
15-Feb-2022 - 14-Mar-2022,Naiberi,130.13,111.32,104.27,0.45874755,35.39721440655103
15-Feb-2022 - 14-Mar-2022,Kesses,130.13,111.32,104.27,0.25966,35.34588313919592
15-Feb-2022 - 14-Mar-2022,Kapsabet,130.14,111.34,104.28,0.2004978,35.1011501
15-Feb-2022 - 14-Mar-2022,Webuye,130.55,111.75,104.7,0.607628,34.7687756
15-Feb-2022 - 14-Mar-2022,Kitale,130.49,111.68,104.63,1.018076,35.000236
15-Feb-2022 - 14-Mar-2022,Kapenguria ,131.12,112.32,105.27,1.2522515,35.0909919
15-Feb-2022 - 14-Mar-2022,Bungoma,130.9,112.08,105.04,0.78292445,34.71916810731902
15-Feb-2022 - 14-Mar-2022,Moiben,130.14,111.34,104.28,0.72163215,35.399004662950034
15-Feb-2022 - 14-Mar-2022,Matunda,130.12,111.3,104.26,0.82795955,35.12127738390197
15-Feb-2022 - 14-Mar-2022,Tambach,130.16,111.36,104.31,0.5923883,35.5221516
15-Feb-2022 - 14-Mar-2022,Kapsowar,130.64,111.82,104.78,0.980103,35.56027
15-Feb-2022 - 14-Mar-2022,Chebara,130.52,111.7,104.66,0.8833,35.5
15-Feb-2022 - 14-Mar-2022,Kimwarer,130.44,111.63,104.59,0.319932,35.635612
15-Feb-2022 - 14-Mar-2022,Timboroa,130.36,111.55,104.5,0.0629624,35.5467063
15-Feb-2022 - 14-Mar-2022,Nandi Hills,130.32,111.51,104.47,0.11723465,35.244316666676795
15-Feb-2022 - 14-Mar-2022,Kaiboi,130.18,111.37,104.33,0.412863,35.02050480462192
15-Feb-2022 - 14-Mar-2022,Kiminini,130.67,111.87,104.81,0.9329072,34.99373851896404
15-Feb-2022 - 14-Mar-2022,Endebess,131.03,112.21,105.16,1.1453869,34.72052334810487
15-Feb-2022 - 14-Mar-2022,Saboti,130.7,111.89,104.85,0.9476378999999999,34.81840333092221
15-Feb-2022 - 14-Mar-2022,Chepareria,131.33,112.53,105.47,1.316616,35.2
15-Feb-2022 - 14-Mar-2022,Lomut,132.95,114.13,107.09,1.400565,35.568274
15-Feb-2022 - 14-Mar-2022,Burgich,131.75,112.94,105.89,1.9666132,35.0833596
15-Feb-2022 - 14-Mar-2022,Sigor,131.88,113.07,106.02,1.4824763,35.4706941
15-Feb-2022 - 14-Mar-2022,Lodwar,134.31,115.5,108.45,3.1165858,35.6022943
15-Feb-2022 - 14-Mar-2022,Kakuma,135.9,117.09,110.04,3.7472506,34.8289126
15-Feb-2022 - 14-Mar-2022,Lokichar,133.3,114.5,107.45,2.376658,35.645987
15-Feb-2022 - 14-Mar-2022,Kalokol,135.07,116.26,109.21,3.5327417,35.8570234
15-Feb-2022 - 14-Mar-2022,Lokori,133.67,114.87,107.82,1.9517712,36.0288765
15-Feb-2022 - 14-Mar-2022,Lokitaung,137.95,119.15,112.09,4.2691168,35.7522638
15-Feb-2022 - 14-Mar-2022,Kapedo,132.95,114.13,107.09,-0.5709202,36.2097822
15-Feb-2022 - 14-Mar-2022,Malaba,131.3,112.48,105.44,0.632706,34.269398
15-Feb-2022 - 14-Mar-2022,Lokichogio,137.08,118.28,111.23,4.2050673,34.3600434
15-Feb-2022 - 14-Mar-2022,Ziwa,130.32,111.51,104.47,-4.0236838,39.71686906744931
15-Feb-2022 - 14-Mar-2022,Soy,130.13,111.32,104.27,0.7600378000000001,35.22110468263003
15-Feb-2022 - 14-Mar-2022,Moi's Bridge,130.19,111.38,104.34,0.87599,35.120005
15-Feb-2022 - 14-Mar-2022,Turbo,130.08,111.27,104.22,0.5975132000000001,35.098474606593726
15-Feb-2022 - 14-Mar-2022,Kibish,138.19,119.37,112.33,4.1987166,34.4880729
15-Feb-2022 - 14-Mar-2022,Loima,133.42,114.62,107.57,-0.301475,36.0736215
15-Feb-2022 - 14-Mar-2022,Lokiriama,134.99,116.19,109.13,3.520468,34.818915
15-Feb-2022 - 14-Mar-2022,Kainuk,132.2,113.39,106.34,1.7746429,35.5030247
15-Feb-2022 - 14-Mar-2022,Kacheliba,131.52,112.72,105.67,1.4825513,35.0110798
15-Feb-2022 - 14-Mar-2022,Kiwawa,132.14,113.32,106.27,2.01645,35.02629
15-Feb-2022 - 14-Mar-2022,Ortum,131.72,112.91,105.86,1.44038,35.35629
15-Feb-2022 - 14-Mar-2022,Kachibora,130.52,111.7,104.66,0.9835852,35.2233351
15-Feb-2022 - 14-Mar-2022,Kwanza,131.23,112.42,105.38,1.13731975,34.98917060972386
15-Feb-2022 - 14-Mar-2022,Kaplamai,130.54,111.74,104.68,1.0221061,35.1220277
15-Feb-2022 - 14-Mar-2022,Eldama Ravine,130.96,112.15,105.11,-0.019849650000000003,35.733089748590004
15-Feb-2022 - 14-Mar-2022,Tenges,131.1,112.29,105.25,0.3102903,35.801198
15-Feb-2022 - 14-Mar-2022,Barwessa,131.21,112.41,105.35,0.7283898,35.715813013817346
15-Feb-2022 - 14-Mar-2022,Kipsaraman,132.12,113.31,106.26,0.7434383,35.8365141
15-Feb-2022 - 14-Mar-2022,Loruk,131.99,113.18,106.13,0.712903,36.031113
15-Feb-2022 - 14-Mar-2022,Kabartonjo,130.96,112.15,105.11,0.6301913,35.7957509
15-Feb-2022 - 14-Mar-2022,Tinderet,131.03,112.21,105.16,-0.018253600000000002,35.26542912550388
15-Feb-2022 - 14-Mar-2022,O'lessos,130.19,111.38,104.34,0.2157555,35.3002342
15-Feb-2022 - 14-Mar-2022,Kobujoi,130.59,111.79,104.74,0.0613017,34.9784593
15-Feb-2022 - 14-Mar-2022,Serem,130.67,111.87,104.81,0.0779324,34.8555317
15-Feb-2022 - 14-Mar-2022,Kabiyet,130.13,111.32,104.27,0.4,35.0833
15-Feb-2022 - 14-Mar-2022,Cheptulu,130.55,111.75,104.7,0.1295128,34.8645972
15-Feb-2022 - 14-Mar-2022,Kapcherop,130.73,111.93,104.88,1.0393684,35.3210804
15-Feb-2022 - 14-Mar-2022,Arror,131.07,112.27,105.21,0.9552611,35.6117425
15-Feb-2022 - 14-Mar-2022,Tot,131.27,112.47,105.42,1.2038986,35.6575054
15-Feb-2022 - 14-Mar-2022,Kaptarakwa,130.32,111.51,104.47,0.4666,35.5333
15-Feb-2022 - 14-Mar-2022,Kisumu,130.12,111.3,104.26,-0.1029109,34.7541761
15-Feb-2022 - 14-Mar-2022,Sondu,130.23,111.4,104.37,-0.4616812,35.125814
15-Feb-2022 - 14-Mar-2022,Oyugis,130.7,111.89,104.85,-0.509908,34.734576
15-Feb-2022 - 14-Mar-2022,Kakamega,130.17,111.35,104.32,0.4957104,34.801548861634615
15-Feb-2022 - 14-Mar-2022,Mumias,130.44,111.63,104.59,0.3361103,34.4895368
15-Feb-2022 - 14-Mar-2022,Bondo,130.33,111.51,104.48,-0.10061809999999999,34.22530233497095
15-Feb-2022 - 14-Mar-2022,Siaya,130.45,111.64,104.6,-0.06040135,34.200135009996295
